No	class	name	modifier	type	prm_name	ja	en
1458	LinearAlgebraTool	createOrthogonalVector	static	param	mat		
1459	LinearAlgebraTool	createOrthogonalVector	static	param	epsilon	誤差	
1460	LinearAlgebraTool	createOrthogonalVector	static	returns	epsilon	直行したベクトルがなければNULLを返す	
1461	LinearAlgebraTool	getMaxRowNumber	static	desc		列の中で最もノルムが最大の値がある行番号	
1462	LinearAlgebraTool	getMaxRowNumber	static	param	mat		
1463	LinearAlgebraTool	getMaxRowNumber	static	param	column_index	列番号	
1464	LinearAlgebraTool	getMaxRowNumber	static	param	row_index_offset	行のオフセット(この値から行う)	
1465	LinearAlgebraTool	getMaxRowNumber	static	param	row_index_max	行の最大(この値は含めない)	
1466	LinearAlgebraTool	getMaxRowNumber	static	returns	row_index_max	行番号	
1467	LinearAlgebraTool	getLinearDependenceVector	static	desc		行列の各行をベクトルと見立て、線型従属している行を抽出	
1468	LinearAlgebraTool	getLinearDependenceVector	static	param	mat		
1469	LinearAlgebraTool	getLinearDependenceVector	static	param	epsilon	誤差	
1470	LinearAlgebraTool	getLinearDependenceVector	static	returns	epsilon	行番号の行列(昇順)	
1471	LinearAlgebraTool	export		desc		Matrix用の線形代数用の計算クラス	
1472	LinearAlgebraTool	inner	static	desc		ドット積	
1473	LinearAlgebraTool	inner	static	param	A		
1474	LinearAlgebraTool	inner	static	param	B		
1475	LinearAlgebraTool	inner	static	param	dimension	計算するときに使用する次元（1 or 2）	
1476	LinearAlgebraTool	inner	static	returns	dimension	A・B	
1477	LinearAlgebraTool	norm	static	desc		pノルム	
1478	LinearAlgebraTool	norm	static	param	mat		
1479	LinearAlgebraTool	norm	static	param	p		
1480	LinearAlgebraTool	norm	static	returns	p		
1481	LinearAlgebraTool	cond	static	desc		条件数	
1482	LinearAlgebraTool	cond	static	param	mat		
1483	LinearAlgebraTool	cond	static	param	p		
1484	LinearAlgebraTool	cond	static	returns	p		
1485	LinearAlgebraTool	rcond	static	desc		1ノルムの条件数の逆数	
1486	LinearAlgebraTool	rcond	static	param	mat		
1487	LinearAlgebraTool	rcond	static	returns	mat		
1488	LinearAlgebraTool	rank	static	desc		ランク	
1489	LinearAlgebraTool	rank	static	param	mat		
1490	LinearAlgebraTool	rank	static	param	epsilon	誤差	
1491	LinearAlgebraTool	rank	static	returns	epsilon	rank(A)	
1492	LinearAlgebraTool	trace	static	desc		トレース	"Trace of a matrix.
Sum of diagonal elements."
1493	LinearAlgebraTool	trace	static	param	mat		
1494	LinearAlgebraTool	trace	static	returns	mat		
1495	LinearAlgebraTool	det	static	desc		行列式	
1496	LinearAlgebraTool	det	static	param	mat		
1497	LinearAlgebraTool	det	static	returns	mat	|A|	
1498	LinearAlgebraTool	lup	static	desc		LUP分解	
1499	LinearAlgebraTool	lup	static	param	mat	A	
1500	LinearAlgebraTool	lup	static	returns	mat	P'*L*U=A	
1501	LinearAlgebraTool	lu	static	desc		LU分解	
1502	LinearAlgebraTool	lu	static	param	mat	A	
1503	LinearAlgebraTool	lu	static	returns	mat	L*U=A	
1504	LinearAlgebraTool	linsolve	static	desc		連立一次方程式を解く	
1505	LinearAlgebraTool	linsolve	static	param	mat	A	
1506	LinearAlgebraTool	linsolve	static	param	number	B	
1507	LinearAlgebraTool	linsolve	static	returns	number	Ax=B となる x	
1508	LinearAlgebraTool	qr	static	desc		QR分解	
1509	LinearAlgebraTool	qr	static	param	mat	A	
1510	LinearAlgebraTool	qr	static	returns	mat	"Q*R=A, Qは正規直行行列、Rは上三角行列"	
1511	LinearAlgebraTool	tridiagonalize	static	desc		対称行列の三重対角化	"Tridiagonalization of symmetric matrix.
* Don't support complex numbers."
1512	LinearAlgebraTool	tridiagonalize	static	param	mat	A	
1513	LinearAlgebraTool	tridiagonalize	static	returns	mat	"P*H*P'=A, Hは三重対角行列、Pは正規直行行列、三重対角行列の固有値は元の行列と一致"	
1514	LinearAlgebraTool	eig	static	desc		対称行列の固有値分解	
1515	LinearAlgebraTool	eig	static	param	mat	A	
1516	LinearAlgebraTool	eig	static	returns	mat	"V*D*V'=A, Vは右固有ベクトルを列にもつ行列で正規直行行列、Dは固有値を対角成分に持つ行列"	
1517	LinearAlgebraTool	svd	static	desc		特異値分解	
1518	LinearAlgebraTool	svd	static	param	mat	A	
1519	LinearAlgebraTool	svd	static	returns	mat	U*S*V'=A	
1520	LinearAlgebraTool	inv	static	desc		逆行列	
1521	LinearAlgebraTool	inv	static	param	mat	A	
1522	LinearAlgebraTool	inv	static	returns	mat	A^-1	
1523	LinearAlgebraTool	pinv	static	desc		疑似逆行列	
1524	LinearAlgebraTool	pinv	static	param	mat	A	
1525	LinearAlgebraTool	pinv	static	returns	mat	A^+	
1526	RandomTool	RandomTool	class	desc		乱数クラス内で使用するツール集	
1527	RandomTool	unsigned32	static	desc		32ビットの負ではない整数を作成する	Create a 32-bit nonnegative integer.
1528	RandomTool	unsigned32	static	param	x		
1529	RandomTool	unsigned32	static	returns	x		
1530	RandomTool	multiplication32	static	desc		2つの32ビット整数を掛け算して、32ビットの整数を出力する	
1531	RandomTool	multiplication32	static	param	x1		
1532	RandomTool	multiplication32	static	param	x2		
1533	RandomTool	multiplication32	static	returns	x2		
1534	RandomTool	export		desc		乱数クラス	
1535	RandomTool	constructor		desc		乱数を初期化する	
1536	RandomTool	constructor		param	seed	乱数のシード値、指定しない場合は時刻から作成する	
1537	RandomTool	this.x		desc		乱数配列	Random number array.
1538	RandomTool	_rnd521		desc		内部データをシャッフル	
1539	RandomTool	setSeed		desc		乱数を初期化する	
1540	RandomTool	setSeed		param	seed		
1541	RandomTool	this.xi		desc		乱数配列の何番目を使用しているか	Number of random number array to use.
1542	RandomTool	this.haveNextNextGaussian		desc		ガウシアン分布に基づく乱数を保持しているか	Is keep random numbers based on Gaussian distribution.
1543	RandomTool	this.nextNextGaussian		desc		次のガウシアン分布に基づく乱数	Next random number based on Gaussian distribution.
1544	RandomTool	genrand_int32		desc		32ビットの乱数	
1545	RandomTool	genrand_int32		returns		- 32ビットの乱数	
1546	RandomTool	next		desc		指定したビット数の乱数	
1547	RandomTool	next		param	bits	必要なビット数（64まで可能）	
1548	RandomTool	next		returns	bits		
1549	RandomTool	nextBytes		desc		指定したサイズの8ビットの乱数	
1550	RandomTool	nextBytes		param	size	必要な長さ	
1551	RandomTool	nextBytes		returns	size		
1552	RandomTool	nextShort		desc		16ビットの乱数	
1553	RandomTool	nextShort		returns			
1554	RandomTool	nextInt		desc		32ビットの乱数	
1555	RandomTool	nextInt		param	x	指定した値未満の数値を作る	
1556	RandomTool	nextInt		returns	x		
1557	RandomTool	nextLong		desc		64ビットの乱数	
1558	RandomTool	nextLong		returns			
1559	RandomTool	nextBoolean		desc		正負の乱数	
1560	RandomTool	nextBoolean		returns			
1561	RandomTool	nextFloat		desc		0 <= x < 1 のFloat(23ビット)乱数	
1562	RandomTool	nextFloat		returns			
1563	RandomTool	nextDouble		desc		0 <= x < 1 のDouble(52ビット)乱数	
1564	RandomTool	nextDouble		returns			
1565	RandomTool	nextGaussian		desc		平均値0、標準偏差1のガウシアン分布に基づく乱数	
1566	RandomTool	nextGaussian		returns			
1567	RandomTool	Random.seedUniquifier		desc		シードを設定しない場合の乱数作成用整数	
1568	FFT	FFT	class	desc		高速フーリエ変換用クラス	
1569	FFT	bit_reverse_32	static	desc		ビット反転	
1570	FFT	bit_reverse_32	static	param	x	ビット反転させる値（32ビット整数）	
1571	FFT	bit_reverse_32	static	returns	x	ビット反転した値	
1572	FFT	create_bit_reverse_table	static	desc		指定したビット分の数値データをビット反転した配列を返す	
1573	FFT	create_bit_reverse_table	static	param	bit	ビット数	
1574	FFT	create_bit_reverse_table	static	returns	bit	ビット反転した値の配列	
1575	FFT	constructor		desc		FFTクラスの初期化	
1576	FFT	constructor		param	size	信号の長さ	
1577	FFT	this.size		desc		信号の長さ	Signal length.
1578	FFT	this.inv_size		desc		信号の長さの逆数	Inverse of signal length.
1579	FFT	this.bit_size		desc		信号の長さをビット数で表した場合の値	
1580	FFT	this.is_fast		desc		FFTのアルゴリズムが使用できるか	FFT algorithm available.
1581	FFT	this.bitrv		desc		バタフライ演算用のビットリバーステーブル	Bit reverse table for butterfly operation.
1582	FFT	this.fft_re		desc		複素数同士の掛け算に使用する実部テーブル	Real part table used for multiplication of complex numbers.
1583	FFT	this.fft_im		desc		複素数同士の掛け算に使用する虚部テーブル	Imaginary table used for multiplication of complex numbers.
1584	FFT	delete		desc		中のデータを消去する	
1585	FFT	fft		desc		離散フーリエ変換	
1586	FFT	fft		param	real	実数部	
1587	FFT	fft		param	imag	虚数部	
1588	FFT	fft		returns	imag		
1589	FFT	ifft		desc		逆離散フーリエ変換	
1590	FFT	ifft		param	real	実数部	
1591	FFT	ifft		param	imag	虚数部	
1592	FFT	ifft		returns	imag		
1593	Cache	Cache	class	desc		"簡易キャッシュクラス
FFTで用いるテーブルなどをキャッシュ"	
1594	Cache	constructor		desc		簡易キャッシュ	
1595	Cache	constructor		param	chash_size	キャッシュの最大サイズ	
1596	Cache	constructor		param	object	作成するオブジェクト	
1597	Cache	this.object		desc		キャッシュするクラス	Class to cache.
1598	Cache	this.table_max		desc		キャッシュする最大数	Maximum number of caches.
1599	Cache	this.table_size		desc		現在キャッシュしている数	Number of caches currently.
1600	Cache	this.table		desc		キャッシュテーブル	Cache table.
1601	Cache	get		desc		指定した長さのデータを作成する。キャッシュに存在すればキャッシュから使用する。	
1602	Cache	get		param	size	作成するオブジェクトのサイズ	
1603	Cache	get		returns	size		
1604	Cache	fft_cache	const	desc		FFT用のキャッシュ	
1605	DCT	DCT	class	desc		離散コサイン変換のクラス	
1606	DCT	constructor		desc		DCTクラスの初期化	
1607	DCT	constructor		param	size	信号の長さ	
1608	DCT	this.size		desc		信号の長さ	Signal length.
1609	DCT	this.dct_size		desc		"信号長の2倍
DCT変換では、実際の信号にゼロ詰めした2倍の信号長を用意しそれに対してFFTを行う。"	"Twice the signal length.
In the DCT conversion, an actual signal is zero-filled with a doubled signal length, and an FFT is performed on it."
1610	DCT	this.dct_re		desc		DCT変換に使用する計算用テーブル	Calculation table used for DCT conversion.
1611	DCT	this.dct_im		desc		DCT変換に使用する計算用テーブル	Calculation table used for DCT conversion.
1612	DCT	delete		desc		中のデータを消去する	
1613	DCT	dct		desc		DCT-II	
1614	DCT	dct		param	real	実数部	
1615	DCT	dct		returns	real		
1616	DCT	idct		desc		DCT-III (IDCT)	
1617	DCT	idct		param	real	実数部	
1618	DCT	idct		returns	real		
1619	DCT	dct_cash	const	desc		離散コサイン変換用のキャッシュ	
1620	SignalTool	SignalTool	class	desc		Signalクラスの内部で使用する関数集	
1621	SignalTool	isContainsZero	static	desc		0が含まれるか	
1622	SignalTool	isContainsZero	static	param	x	調べたい配列	
1623	SignalTool	isContainsZero	static	returns	x		
1624	SignalTool	fft	static	desc		離散フーリエ変換	
1625	SignalTool	fft	static	param	real	実数部	
1626	SignalTool	fft	static	param	imag	虚数部	
1627	SignalTool	fft	static	returns	imag		
1628	SignalTool	ifft	static	desc		逆離散フーリエ変換	
1629	SignalTool	ifft	static	param	real	実数部	
1630	SignalTool	ifft	static	param	imag	虚数部	
1631	SignalTool	ifft	static	returns	imag		
1632	SignalTool	dct	static	desc		DCT-II (DCT)	
1633	SignalTool	dct	static	param	real	実数部	
1634	SignalTool	dct	static	returns	real		
1635	SignalTool	idct	static	desc		DCT-III (IDCT)	
1636	SignalTool	idct	static	param	real	実数部	
1637	SignalTool	idct	static	returns	real		
1638	SignalTool	powerfft	static	desc		パワースペクトル密度	
1639	SignalTool	powerfft	static	param	real	実数部	
1640	SignalTool	powerfft	static	param	imag	虚数部	
1641	SignalTool	powerfft	static	returns	imag		
1642	SignalTool	conv	static	desc		畳み込み積分、多項式乗算	
1643	SignalTool	conv	static	param	x1_real	実数部	
1644	SignalTool	conv	static	param	x1_imag	虚数部	
1645	SignalTool	conv	static	param	x2_real	実数部	
1646	SignalTool	conv	static	param	x2_imag	虚数部	
1647	SignalTool	conv	static	returns	x2_imag		
1648	SignalTool	xcorr	static	desc		自己相関関数、相互相関関数	"ACF(Autocorrelation function), Cros-correlation function."
1649	SignalTool	xcorr	static	param	x1_real	実数部	
1650	SignalTool	xcorr	static	param	x1_imag	虚数部	
1651	SignalTool	xcorr	static	param	x2_real	実数部	
1652	SignalTool	xcorr	static	param	x2_imag	虚数部	
1653	SignalTool	xcorr	static	returns	x2_imag		
1654	SignalTool	window	static	desc		窓関数を作成する	Create window function.
1655	SignalTool	window	static	param	name	窓関数の名前	
1656	SignalTool	window	static	param	size	長さ	
1657	SignalTool	window	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1658	SignalTool	window	static	returns	periodic		
1659	SignalTool	hann	static	desc		ハニング窓	
1660	SignalTool	hann	static	param	size	長さ	
1661	SignalTool	hann	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1662	SignalTool	hann	static	returns	periodic		
1663	SignalTool	hamming	static	desc		ハミング窓を作成	
1664	SignalTool	hamming	static	param	size	長さ	
1665	SignalTool	hamming	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1666	SignalTool	hamming	static	returns	periodic		
1667	SignalTool	export		desc		Matrix用の信号処理用の計算クラス	
1668	SignalTool	fft	static	desc		離散フーリエ変換	
1669	SignalTool	fft	static	param	x		
1670	SignalTool	fft	static	param	type		
1671	SignalTool	fft	static	returns	type	fft(x)	
1672	SignalTool	ifft	static	desc		逆離散フーリエ変換	
1673	SignalTool	ifft	static	param	X		
1674	SignalTool	ifft	static	param	type		
1675	SignalTool	ifft	static	returns	type	ifft(X)	
1676	SignalTool	powerfft	static	desc		パワースペクトル密度	
1677	SignalTool	powerfft	static	param	x		
1678	SignalTool	powerfft	static	param	type		
1679	SignalTool	powerfft	static	returns	type	abs(fft(x)).^2	
1680	SignalTool	dct	static	desc		離散コサイン変換	
1681	SignalTool	dct	static	param	x		
1682	SignalTool	dct	static	param	type		
1683	SignalTool	dct	static	returns	type	dct(x)	
1684	SignalTool	idct	static	desc		逆離散コサイン変換	
1685	SignalTool	idct	static	param	X		
1686	SignalTool	idct	static	param	type		
1687	SignalTool	idct	static	returns	type	idct(x)	
1688	SignalTool	fft2	static	desc		2次元の離散フーリエ変換	
1689	SignalTool	fft2	static	param	x		
1690	SignalTool	fft2	static	returns	x		
1691	SignalTool	ifft2	static	desc		2次元の逆離散フーリエ変換	
1692	SignalTool	ifft2	static	param	X		
1693	SignalTool	ifft2	static	returns	X		
1694	SignalTool	dct2	static	desc		2次元のDCT変換	
1695	SignalTool	dct2	static	param	x		
1696	SignalTool	dct2	static	returns	x		
1697	SignalTool	idct2	static	desc		2次元の逆DCT変換	
1698	SignalTool	idct2	static	param	X		
1699	SignalTool	idct2	static	returns	X		
1700	SignalTool	conv	static	desc		畳み込み積分、多項式乗算	
1701	SignalTool	conv	static	param	x1		
1702	SignalTool	conv	static	param	x2		
1703	SignalTool	conv	static	returns	x2		
1704	SignalTool	xcorr	static	desc		自己相関関数、相互相関関数	"ACF(Autocorrelation function), Cros-correlation function."
1705	SignalTool	xcorr	static	param	x1		
1706	SignalTool	xcorr	static	param	x2	省略した場合は自己相関関数	
1707	SignalTool	xcorr	static	returns	x2		
1708	SignalTool	window	static	desc		窓関数を作成する	Create window function.
1709	SignalTool	window	static	param	name	窓関数の名前	
1710	SignalTool	window	static	param	size	長さ	
1711	SignalTool	window	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1712	SignalTool	window	static	returns	periodic	列ベクトル	
1713	SignalTool	hann	static	desc		ハニング窓	
1714	SignalTool	hann	static	param	size	長さ	
1715	SignalTool	hann	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1716	SignalTool	hann	static	returns	periodic	列ベクトル	
1717	SignalTool	hamming	static	desc		ハミング窓	
1718	SignalTool	hamming	static	param	size	長さ	
1719	SignalTool	hamming	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1720	SignalTool	hamming	static	returns	periodic	列ベクトル	
1721	SignalTool	fftshift	static	desc		FFTシフト	
1722	SignalTool	fftshift	static	param	x		
1723	SignalTool	fftshift	static	param	type		
1724	SignalTool	fftshift	static	returns	type		
1725	StatisticsTool	StatisticsTool	class	desc		実数専用の統計処理用の関数集	
1726	StatisticsTool	gammaln	static	desc		gammaln(x) 対数ガンマ関数	
1727	StatisticsTool	gammaln	static	param	x		
1728	StatisticsTool	gammaln	static	returns	x		
1729	StatisticsTool	q_gamma	static	desc		"q_gamma(x, a, gammaln_a) 不完全ガンマ関数 上側"	
1730	StatisticsTool	q_gamma	static	param	x		
1731	StatisticsTool	q_gamma	static	param	a		
1732	StatisticsTool	q_gamma	static	param	gammaln_a		
1733	StatisticsTool	q_gamma	static	returns	gammaln_a		
1734	StatisticsTool	p_gamma	static	desc		"p_gamma(x, a, gammaln_a) 不完全ガンマ関数 下側"	
1735	StatisticsTool	p_gamma	static	param	x		
1736	StatisticsTool	p_gamma	static	param	a		
1737	StatisticsTool	p_gamma	static	param	gammaln_a		
1738	StatisticsTool	p_gamma	static	returns	gammaln_a		
1739	StatisticsTool	gamma	static	desc		gamma(z) ガンマ関数	
1740	StatisticsTool	gamma	static	param	z		
1741	StatisticsTool	gamma	static	returns	z		
1742	StatisticsTool	gammainc	static	desc		"gammainc(x, a, tail) 不完全ガンマ関数"	
1743	StatisticsTool	gammainc	static	param	x		
1744	StatisticsTool	gammainc	static	param	a		
1745	StatisticsTool	gammainc	static	param	tail	lower(デフォルト)/upper	
1746	StatisticsTool	gammainc	static	returns	tail		
1747	StatisticsTool	gampdf	static	desc		"gampdf(x, k, s) ガンマ分布の確率密度関数"	
1748	StatisticsTool	gampdf	static	param	x		
1749	StatisticsTool	gampdf	static	param	k	形状母数	
1750	StatisticsTool	gampdf	static	param	s	尺度母数	
1751	StatisticsTool	gampdf	static	returns	s		
1752	StatisticsTool	gamcdf	static	desc		"gamcdf(x, k, s) ガンマ分布の累積分布関数"	
1753	StatisticsTool	gamcdf	static	param	x		
1754	StatisticsTool	gamcdf	static	param	k	形状母数	
1755	StatisticsTool	gamcdf	static	param	s	尺度母数	
1756	StatisticsTool	gamcdf	static	returns	s		
1757	StatisticsTool	gaminv	static	desc		"gaminv(p, k, s) ガンマ分布の累積分布関数の逆関数"	
1758	StatisticsTool	gaminv	static	param	p		
1759	StatisticsTool	gaminv	static	param	k	形状母数	
1760	StatisticsTool	gaminv	static	param	s	尺度母数	
1761	StatisticsTool	gaminv	static	returns	s		
1762	StatisticsTool	beta	static	desc		"beta(x, y) ベータ関数"	
1763	StatisticsTool	beta	static	param	x		
1764	StatisticsTool	beta	static	param	y		
1765	StatisticsTool	beta	static	returns	y		
1766	StatisticsTool	p_beta	static	desc		"p_beta(x, a, b) 不完全ベータ関数 下側"	
1767	StatisticsTool	p_beta	static	param	x		
1768	StatisticsTool	p_beta	static	param	a		
1769	StatisticsTool	p_beta	static	param	b		
1770	StatisticsTool	p_beta	static	returns	b		
1771	StatisticsTool	q_beta	static	desc		"q_beta(x, a, b) 不完全ベータ関数 上側"	
1772	StatisticsTool	q_beta	static	param	x		
1773	StatisticsTool	q_beta	static	param	a		
1774	StatisticsTool	q_beta	static	param	b		
1775	StatisticsTool	q_beta	static	returns	b		
1776	StatisticsTool	betainc	static	desc		"betainc(x, a, b, tail) 不完全ベータ関数"	
1777	StatisticsTool	betainc	static	param	x		
1778	StatisticsTool	betainc	static	param	a		
1779	StatisticsTool	betainc	static	param	b		
1780	StatisticsTool	betainc	static	param	tail	lower(デフォルト)/upper	
1781	StatisticsTool	betainc	static	returns	tail		
1782	StatisticsTool	isInteger	static	desc		isInteger(x) xが整数かどうか	
1783	StatisticsTool	isInteger	static	param	x		
1784	StatisticsTool	isInteger	static	returns	x		
1785	StatisticsTool	betapdf	static	desc		"betapdf(x, a, b) ベータ分布の確率密度関数"	
1786	StatisticsTool	betapdf	static	param	x		
1787	StatisticsTool	betapdf	static	param	a		
1788	StatisticsTool	betapdf	static	param	b		
1789	StatisticsTool	betapdf	static	returns	b		
1790	StatisticsTool	betacdf	static	desc		"betacdf(x, a, b) ベータ分布の累積分布関数"	
1791	StatisticsTool	betacdf	static	param	x		
1792	StatisticsTool	betacdf	static	param	a		
1793	StatisticsTool	betacdf	static	param	b		
1794	StatisticsTool	betacdf	static	returns	b		
1795	StatisticsTool	betainv	static	desc		"betainv(p, a, b) ベータ分布の累積分布関数の逆関数"	
1796	StatisticsTool	betainv	static	param	p		
1797	StatisticsTool	betainv	static	param	a		
1798	StatisticsTool	betainv	static	param	b		
1799	StatisticsTool	betainv	static	returns	b		
1800	StatisticsTool	factorial	static	desc		factorial(n) = n! 階乗関数	
1801	StatisticsTool	factorial	static	param	n		
1802	StatisticsTool	factorial	static	returns	n		
1803	StatisticsTool	nchoosek	static	desc		"nchoosek(n, k) = nCk 二項係数またはすべての組合わせ"	
1804	StatisticsTool	nchoosek	static	param	n		
1805	StatisticsTool	nchoosek	static	param	k		
1806	StatisticsTool	nchoosek	static	returns	k	nCk	
1807	StatisticsTool	erf	static	desc		erf(x) 誤差関数	
1808	StatisticsTool	erf	static	param	x		
1809	StatisticsTool	erf	static	returns	x		
1810	StatisticsTool	erfc	static	desc		erfc(x) 相補誤差関数	
1811	StatisticsTool	erfc	static	param	x		
1812	StatisticsTool	erfc	static	returns	x		
1813	StatisticsTool	normpdf	static	desc		"normpdf(x, u, s) 正規分布の確率密度関数"	
1814	StatisticsTool	normpdf	static	param	x		
1815	StatisticsTool	normpdf	static	param	u	平均値	
1816	StatisticsTool	normpdf	static	param	s	分散	
1817	StatisticsTool	normpdf	static	returns	s		
1818	StatisticsTool	normcdf	static	desc		"normcdf(x, u, s) 正規分布の累積分布関数"	
1819	StatisticsTool	normcdf	static	param	x		
1820	StatisticsTool	normcdf	static	param	u	平均値	
1821	StatisticsTool	normcdf	static	param	s	分散	
1822	StatisticsTool	normcdf	static	returns	s		
1823	StatisticsTool	norminv	static	desc		"norminv(p, u, s) 正規分布の累積分布関数の逆関数"	
1824	StatisticsTool	norminv	static	param	p	確率	
1825	StatisticsTool	norminv	static	param	u	平均値	
1826	StatisticsTool	norminv	static	param	s	分散	
1827	StatisticsTool	norminv	static	returns	s		
1828	StatisticsTool	tpdf	static	desc		"tpdf(t, k) t分布の確率密度関数"	Probability density function (PDF) of Student's t-distribution.
1829	StatisticsTool	tpdf	static	param	t	t値	
1830	StatisticsTool	tpdf	static	param	v	自由度	
1831	StatisticsTool	tpdf	static	returns	v		
1832	StatisticsTool	tcdf	static	desc		tcdf(t) t分布の累積分布関数	
1833	StatisticsTool	tcdf	static	param	t	t値	
1834	StatisticsTool	tcdf	static	param	v	自由度	
1835	StatisticsTool	tcdf	static	returns	v		
1836	StatisticsTool	tinv	static	desc		t分布の累積分布関数の逆関数	Inverse of cumulative distribution function (CDF) of Student's t-distribution.
1837	StatisticsTool	tinv	static	param	p	確率	
1838	StatisticsTool	tinv	static	param	v	自由度	
1839	StatisticsTool	tinv	static	returns	v		
1840	StatisticsTool	tdist	static	desc		"tdist(t, v, tails) 尾部が指定可能なt分布の累積分布関数"	
1841	StatisticsTool	tdist	static	param	t	t値	
1842	StatisticsTool	tdist	static	param	v	自由度	
1843	StatisticsTool	tdist	static	param	tails	尾部(1...片側、2...両側)	
1844	StatisticsTool	tdist	static	returns	tails		
1845	StatisticsTool	tinv2	static	desc		両側検定時のt分布の累積分布関数	Cumulative distribution function (CDF) of Student's t-distribution in two-sided test.
1846	StatisticsTool	tinv2	static	param	p	確率	
1847	StatisticsTool	tinv2	static	param	v	自由度	
1848	StatisticsTool	tinv2	static	returns	v		
1849	StatisticsTool	chi2pdf	static	desc		"chi2pdf(x, v) カイ二乗分布の確率密度関数"	
1850	StatisticsTool	chi2pdf	static	param	x		
1851	StatisticsTool	chi2pdf	static	param	k	自由度	
1852	StatisticsTool	chi2pdf	static	returns	k		
1853	StatisticsTool	chi2cdf	static	desc		"chi2cdf(x, v) カイ二乗分布の累積分布関数"	
1854	StatisticsTool	chi2cdf	static	param	x		
1855	StatisticsTool	chi2cdf	static	param	k	自由度	
1856	StatisticsTool	chi2cdf	static	returns	k		
1857	StatisticsTool	chi2inv	static	desc		"chi2inv(p, v) カイ二乗分布の逆累積分布関数"	
1858	StatisticsTool	chi2inv	static	param	p	確率	
1859	StatisticsTool	chi2inv	static	param	k	自由度	
1860	StatisticsTool	chi2inv	static	returns	k		
1861	StatisticsTool	fpdf	static	desc		"fpdf(x, d1, d2) F分布の確率密度関数"	
1862	StatisticsTool	fpdf	static	param	x		
1863	StatisticsTool	fpdf	static	param	d1	分子の自由度	
1864	StatisticsTool	fpdf	static	param	d2	分母の自由度	
1865	StatisticsTool	fpdf	static	returns	d2		
1866	StatisticsTool	fcdf	static	desc		"fcdf(x, d1, d2) F分布の累積分布関数"	
1867	StatisticsTool	fcdf	static	param	x		
1868	StatisticsTool	fcdf	static	param	d1	分子の自由度	
1869	StatisticsTool	fcdf	static	param	d2	分母の自由度	
1870	StatisticsTool	fcdf	static	returns	d2		
1871	StatisticsTool	finv	static	desc		"finv(p, d1, d2) F分布の累積分布関数の逆関数"	
1872	StatisticsTool	finv	static	param	p	確率	
1873	StatisticsTool	finv	static	param	d1	分子の自由度	
1874	StatisticsTool	finv	static	param	d2	分母の自由度	
1875	StatisticsTool	finv	static	returns	d2		
1876	StatisticsTool	isStr	const	desc		文字列か判定	
1877	StatisticsTool	isStr	const	param			
1878	StatisticsComplex	StatisticsComplex	class	desc		Complexクラスから利用する統計処理関数集	
1879	StatisticsComplex	gammaln	static	desc		gammaln(x) 対数ガンマ関数	
1880	StatisticsComplex	gammaln	static	param	x		
1881	StatisticsComplex	gammaln	static	returns	x		
1882	StatisticsComplex	gamma	static	desc		gamma(z) ガンマ関数	
1883	StatisticsComplex	gamma	static	param	z		
1884	StatisticsComplex	gamma	static	returns	z		
1885	StatisticsComplex	gammainc	static	desc		"gammainc(x, a, tail) 不完全ガンマ関数"	
1886	StatisticsComplex	gammainc	static	param	x		
1887	StatisticsComplex	gammainc	static	param	a		
1888	StatisticsComplex	gammainc	static	param	tail	lower/upper	
1889	StatisticsComplex	gammainc	static	returns	tail		
1890	StatisticsComplex	gampdf	static	desc		"gampdf(x, k, s) ガンマ分布の確率密度関数"	
1891	StatisticsComplex	gampdf	static	param	x		
1892	StatisticsComplex	gampdf	static	param	k	形状母数	
1893	StatisticsComplex	gampdf	static	param	s	尺度母数	
1894	StatisticsComplex	gampdf	static	returns	s		
1895	StatisticsComplex	gamcdf	static	desc		"gamcdf(x, k, s) ガンマ分布の確率密度関数"	
1896	StatisticsComplex	gamcdf	static	param	x		
1897	StatisticsComplex	gamcdf	static	param	k	形状母数	
1898	StatisticsComplex	gamcdf	static	param	s	尺度母数	
1899	StatisticsComplex	gamcdf	static	returns	s		
1900	StatisticsComplex	gaminv	static	desc		"gaminv(p, k, s) ガンマ分布の累積分布関数の逆関数"	
1901	StatisticsComplex	gaminv	static	param	p		
1902	StatisticsComplex	gaminv	static	param	k	形状母数	
1903	StatisticsComplex	gaminv	static	param	s	尺度母数	
1904	StatisticsComplex	gaminv	static	returns	s		
1905	StatisticsComplex	beta	static	desc		"beta(x, y) ベータ関数"	
1906	StatisticsComplex	beta	static	param	x		
1907	StatisticsComplex	beta	static	param	y		
1908	StatisticsComplex	beta	static	returns	y		
1909	StatisticsComplex	betainc	static	desc		"betainc(x, a, b, tail) 不完全ベータ関数"	
1910	StatisticsComplex	betainc	static	param	x		
1911	StatisticsComplex	betainc	static	param	a		
1912	StatisticsComplex	betainc	static	param	b		
1913	StatisticsComplex	betainc	static	param	tail	lower/upper	
1914	StatisticsComplex	betainc	static	returns	tail		
